name,nationality,sport
Hirotoshi Ishii,Ichihara Chiba,Baseball player
Hu Binyuan,NULL,Sport shooter
Igor Francetić,NULL,Rower
Ilse Heylen,NULL,judoka
Inés Arrondo,NULL,Field hockey player
Chris le Bihan,Grande Prairie,Canadian bobsledder
Christoph Bieler,NULL,Austrian Nordic combined skier
Christoph Eimer,NULL,Olympic medalist
Claire Carver-Dias,NULL,Synchronized swimmer
Sami Mustonen,NULL,Freestyle skier
Sandra Smisek,{Frankfurt|West Germany},Association footballer
Abderrahmane Hammad,Algeria,Algerian Olympic high jumper
Adam Małysz,Poland,Polish ski jumper
Aki Berg,Finland,Ice hockey player
Cathleen Rund,Berlin,German swimmer
Chad Hedrick,Spring Texas,American inline speed skater and ice speed skater
Chantelle Newbery,NULL,Diver
Dana Faletic,Hobart,Rower
Katrin Wagner-Augustin,Brandenburg an der Havel,Canoe racer
Kazue Ito,NULL,Olympic softball player
Kerri Strug,Tucson Arizona,American gymnast
Kerry Wyborn,NULL,Australian softball player
Kerstin Stegemann,NULL,Association football player
Khasanbi Taov,Russia,Judoka
Kim Jong-su,NULL,Sport shooter
Inka Grings,{Düsseldorf|West Germany},Association football player
Jörg Fiedler,Germany,Fencer
Elisângela Oliveira,Brazil,Olympic volleyball player from Brazil
Elisabeth Willeboordse,NULL,Judoka
Else-Marthe Sørlie Lybekk,Norway,Handball player
Emiliano Brembilla,Ponte San Pietro,Swimmer
Emma Knox,NULL,Water polo player
Tetyana Shynkarenko,NULL,Handball player
Thomas Lamparter,NULL,Bobsledder
Toby Dawson,South Korea,Freestyle skier
Tomáš Kaberle,Czechoslovakia,Ice hockey player
Lyne Beaumont,NULL,Synchronized swimmer
Mārtiņš Rubenis,Riga,Luger
Mahé Drysdale,NULL,Rower
György Kozmann,NULL,Canoe racer
Hamide Bıkçın Tosun,Turkey,Taekwondo practitioner
Hannu Manninen,Finland,Finnish Nordic combined skier
Yumilka Ruíz,Cuba,Cuban volleyball player
Zhou Chunxiu,Jiangsu,Chinese marathon runner and Olympic medallist
Franziska van Almsick,{Berlin|East Berlin},Swimmer
Georg Hettich,NULL,German Nordic combined skier
Pavel Bashkin,NULL,Russian handball player
Pavel Datsyuk,Soviet Union,Ice hockey player
Pavol Hurajt,Czechoslovakia,Slovakian biathlete
Denys Yurchenko,NULL,Ukrainian pole vaulter
Román González,Argentina,Argentine-Italian professional basketball player
Rubén Garabaya,{Asturias|Avilés},Handball player
Rustam Saidov,Uzbekistan,Boxer
Mike Bryan,Camarillo California,NULL
Mike Hessman,Fountain Valley California,Baseball player
Miki Nakao,Japan,Olympic swimmer
Vala Flosadóttir,NULL,Athletics (sport) competitor
Sebastián González,Chile,Chilean footballer
Sergei Samsonov,Soviet Union,Russian professional ice hockey forward
Shan Ying,NULL,Olympic medalist in swimming
Shawn Marion,Waukegan Illinois,American basketball player
Shen Xue,Harbin,Chinese pair skater
Slobodan Soro,Serbia,Water polo player
Sonja Fuss,{Bonn|West Germany},Association football player
Sri Indriyani,NULL,Weightlifter
Stefan Nimke,Germany,German racing cyclist
Stefanie Gottschlich,NULL,Association footballer
Stephen Stewart,Sydney,Rower
Stev Theloke,{Saxony|Chemnitz},Swimmer
Steven López,NULL,Taekwondo practitioner
Hasna Benhassi,NULL,Athletics (sport) competitor
Heather Petri,NULL,Water polo player
Helen Tanger,NULL,Rower
Kyoko Hamaguchi,NULL,Olympic wrestler
Lars Bystøl,Norway,Norwegian ski jumper
Maria Kalmykova,NULL,Basketball player
Marian Dumitru,NULL,Handball player
Marianne Rokne,NULL,Handball player
Jan Bulis,Czechoslovakia,Ice hockey player
Eduard Tyukin,NULL,Weightlifter
Edvaldo Valério,Brazil,Swimmer
Johanna Sjöberg,{Scania|Bromölla},Swimmer
John Gall,Stanford California,Baseball player
Beat Hefti,Schwellbrunn,Swiss bobsledder
Aneta Konieczna,NULL,Polish canoeist
Annemarie Forder,NULL,Sport shooter
Antje Buschschulte,{Berlin|West Berlin},Swimmer
Antti Kuisma,NULL,Finnish Nordic combined skier
Arnaud Tournant,Roubaix,French racing cyclist
Oleg Kvasha,Soviet Union,Russian ice hockey player
Oleksandr Serdyuk,NULL,Archer
Olli Jokinen,Finland,Ice hockey player
Otar Tushishvili,NULL,Olympic wrestler
Pablo Contreras,Chile,Chilean footballer
Rafael Olarra,Chile,Chilean footballer
Ramūnas Šiškauskas,Lithuania,Lithuanian professional basketball player
Raquel Silva,NULL,Volleyball player
Rebecca Rippon,NULL,Water polo player
Reidun Tatham,NULL,Olympic synchronized swimmer
Reinaldo Navia,Chile,Chilean footballer
René Wolff,Germany,German racing cyclist
Petra Dallmann,NULL,Swimmer
Pieter van den Hoogenband,Netherlands,Dutch swimmer
Qin Dongya,NULL,Judoka
Aleš Kotalík,Czechoslovakia,Czech ice hockey player
Aleksandar Šapić,Serbia,Water polo player
Aleksey Dyachenko,Russia,Russian fencer
Alessandro Fei,Italy,Volleyball player
Alexander Weber,Germany,Fencer
Alexei Bondarenko,NULL,Gymnast
Alexey Rastvortsev,Russia,Handball player
Alexis Rodríguez,NULL,Olympic wrestler
Riitta-Liisa Roponen,NULL,Cross-country skier
Stuart Reside,Western Australia,Rower
Takashi Yamamoto,Japan,Japanese swimmer
Danil Burkenya,NULL,Athletics (sport) competitor
Darius Songaila,Lithuania,Professional basketball player
Georgina Harland,{Kent|Canterbury},British modern pentathlete
Nadine Angerer,Lohr a. Main,German association football player
Natallia Helakh,NULL,Rower
Nate Dusing,Villa Hills Kentucky,American swimmer Olympic silver medalist
Benjamin Raich,Austria,Austrian alpine skier
Birgitte Sættem,NULL,Handball player
Blaine Neal,Marlton New Jersey,Baseball player
Bob Bryan,Camarillo California,NULL
Britta Oppelt,NULL,Rower
Bruno Julie,Mauritius,first Olympic medalist for Mauritius
Vendela Zachrisson,NULL,Olympic sailor
Vladimer Chanturia,NULL,Boxer
Vyacheslav Pozdnyakov,Russia,Russian fencer
Wandee Kameaim,NULL,Weightlifter
Wang Chunlu,NULL,Short track speed skater
Wang Liqin,China,Table tennis player
Jens Boden,NULL,Speed skater
Jessica Chase,NULL,Synchronized swimmer
Ali Ezzine,NULL,Athletics (sport) competitor
Amy Chow,{California|San Jose California},Gymnast
An Yulong,NULL,Short-track speed skater
Andrea Facchin,NULL,Canoe racer
Andrew Smith,Australia,Australian field hockey player
Andrey Egorchev,NULL,Volleyball player
Leonardo Gutiérrez,Argentina,Argentine professional basketball player
Fatima Moreira de Melo,Rotterdam,Field hockey player
Feng Kai,NULL,Short track speed skater
Feng Kun,China,Volleyball player
Ferréol Cannard,NULL,French biathlete
Martin Koukal,NULL,Cross-country skier
Maryna Vergelyuk,NULL,Handball player
Massimiliano Rosolino,Naples,Swimmer
Matt Schnobrich,NULL,Olympic medalists in rowing
Matteo Bisiani,NULL,Archer
Matthew Wells,NULL,Australian field hockey player
Mauricio Rojas Toro,Chile,Chilean footballer
Mehdi Baala,France,French athlete
Mehmet Özal,NULL,Olympic wrestler
Nicolas Bal,NULL,French Nordic combined skier
Nikša Skelin,NULL,Rower
Niklas Bäckström,Finland,Ice hockey player
Niko Kapanen,Finland,Finnish ice hockey player
Nikolai Kryukov,NULL,Gymnast
Hiroko Sakai,NULL,Softball player
Chris Draper,{Yorkshire|Sheffield},Sailor
Clarence Vinson,NULL,Boxer
Clemens Arnold,NULL,Field hockey player
Sandy Lewis,NULL,Softball player
Adriana Moisés Pinto,NULL,Basketball player
Catherine Garceau,{Montreal|Quebec},Synchronized swimmer
Chantal Meek,NULL,Canoe racer
Wietse van Alten,NULL,Archer
Conny Pohlers,{East Germany|Halle (Saale)},Association footballer
Cristina Teuscher,United States,American swimmer Olympic gold medalist
José Ángel César,{Havana|La Lisa},Athletics (sport) competitor
José Luis Abajo,Spain,Fencer
Karen Putzer,NULL,Alpine skier
Karoliina Rantamäki,Finland,Ice hockey player
Kie Kusakabe,NULL,Judoka
Irina Slutskaya,Soviet Union,Figure skater
Ivan Ljubičić,{Socialist Federal Republic of Yugoslavia|Socialist Republic of Bosnia and Herzegovina|Banja Luka},Croatian tennis player
Jérôme Thomas,NULL,Boxer
Emi Naito,NULL,Olympic softball player
Erika Holst,NULL,Swedish ice hockey player
Erin Chan,NULL,Synchronized swimmer
Terry Tiffee,North Little Rock Arkansas,Baseball player
Thomas Lurz,Germany,Swimmer
Tian Liang,NULL,Diver
Tim Wieskötter,NULL,Canoe racer
Ludovic Roux,NULL,French Nordic combined skier
Luke Doerner,Australia,An Australian professional field hockey player
Mai Nakamura,Japan,Swimmer
Wiradech Kothny,Thailand,Fencer
Wyatt Allen,NULL,Rower
Xia Xuanze,China,Chinese badminton player
Yuan Ye,NULL,Short track speed skater
Yuliya Petrova,Chelyabinsk,Water polo player
Yumi Iwabuchi,Japan,Softball player
Yurisel Laborde,NULL,Cuban judoka
Zhou Suhong,China,Chinese volleyball player
Froukje Wegman,Gouda,Rower
Gabe Woodward,Bakersfield California,American swimmer Olympic bronze medalist
Gao Ling,China,Badminton player
Garrett Lowney,United States,Olympic wrestler
Geoff Huegill,Australia,Swimmer
Patricio Ormazábal,Chile,Chilean footballer
Peter Žonta,NULL,Slovenian ski jumper
Diego Confalonieri,NULL,Italian fencer
Ditte Kotzian,NULL,Diver
Rodrigo Tello,{Santiago|Chile national football team},Chilean footballer
Ruben Houkes,NULL,Judoka
Rusty Smith,NULL,Short track speed skater
Michael Gruber,NULL,Austrian Nordic combined skier
Michael Jurack,Straubing,Judoka
Michael Toon,NULL,Rower
Mindaugas Mizgaitis,NULL,Olympic wrestler
Minke Smeets,NULL,Dutch field hockey player
Vadzim Makhneu,NULL,Canoe racer
Sebastian Köber,{Brandenburg|Frankfurt (Oder)},Boxer
Silvijo Petriško,NULL,Rower
Simon Strübin,Switzerland,Curler
Simona Amânar,Romania,Romanian gymnast
Simone Hauswald,Germany,German biathlete
Solenne Figuès,France,French swimmer
Stefano Carozzo,NULL,Italian fencer
Stephen Lambert,NULL,Field hockey player
Steven Barnett,NULL,Diver
Kristin King,United States,American ice hockey player
Lamar Odom,{Queens|New York},American basketball player
Laurence Rochat,NULL,Cross-country skier
Mara Zini,Sondalo,Italian speed skater
Margherita Granbassi,Italy,Fencer
Maria Rooth,Sweden,Ice hockey player
Maria Stepanova,Soviet Union,Basketball player
Mariana Rossi,NULL,Field hockey player
Marleen Veldhuis,Netherlands,Swimmer
Jaroslav Volf,NULL,Canoe racer
Joey Cheek,United States,Olympic skater
Julia Greville,Western Australia,Swimmer
Kamil Djamaloudinov,NULL,Boxer
Ashley Callus,{Queensland|Brisbane},Australian swimmer
Angelina Yushkova,NULL,Russian rhythmic gymnast
Annemiek de Haan,NULL,Rower
Ariane Hingst,{Berlin|Germany women's national football team},Association football player
Arnaud Di Pasquale,Morocco,Tennis player
Ondřej Štěpánek,NULL,Canoe racer
Osleidys Menéndez,{Matanzas Province|Martí Cuba},Athletics (sport) competitor
Paolo Quinteros,Argentina,Argentine-Italian professional basketball player
Rebecca Gilmore,NULL,Diver
Petra Majdič,Slovenia,Cross-country skier
Primož Peterka,{Socialist Federal Republic of Yugoslavia|Prikrnica|Socialist Republic of Slovenia},Slovenian ski jumper
Aleksei Grishin,NULL,Freestyle skier
Aleksey Kuleshov,NULL,Volleyball player
Alexander Resch,{Bavaria|Berchtesgaden},Luger
Alexei Markov,Russia,Racing cyclist
Robert Newbery,NULL,Diver
Robin Beauregard,NULL,Water polo player
Robin Szolkowy,Germany,German pair skater
Sumika Minamoto,Japan,Swimmer
Svetlana Khorkina,Soviet Union,Gymnast
Daniel Walsh,Norwalk Connecticut,Olympic medalist in rowing
David Bissett,{Alberta|Lethbridge},Canadian bobsledder
David Pizarro,Chile,Professional footballer
Giorgi Gogshelidze,NULL,Olympic wrestler
Giuseppe Gibilisco,Italy,Italian pole vaulter
Gloria Kemasuode,NULL,Nigerian sprinter
Muriel Hurtis-Houairi,NULL,Athletics (sport) competitor
Natalya Nazarova,Moscow,Russian sprinter
Björn Goldschmidt,Karlsruhe,Canoe racer
Varteres Samurgashev,Russia,Olympic wrestler
Virginie Arnold,NULL,Archer
Virginie Dedieu,NULL,Olympic synchronized swimmer
Walewska Oliveira,Brazil,Olympic volleyball player of Brazil
Jenny Schmidgall-Potter,United States,Ice hockey player
Jens Filbrich,NULL,Cross-country skier
Joa Elfsberg,NULL,Swedish ice hockey player
Alyona Sidko,NULL,Cross-country skier
Andrés Nocioni,{Liga Nacional de Básquet|Santa Fe Argentina},Professional basketball player
Andrea Pirlo,{Flero|Lombardy|Italy national football team},Footballer
Liu Xuan,{Hunan|Changsha},Gymnast
Loudy Wiggins,Israel,Diver
Fanny Létourneau,NULL,Synchronized swimmer
Martina Beck,Germany,German biathlete
Masami Tanaka,Japan,Swimmer
Mathieu Turgeon,{Pointe-Claire|Quebec},Gymnast
Matteo Ferrari,Algeria,Italian footballer
Matteo Pelliciari,NULL,Swimmer
Maxim Afinogenov,Soviet Union,Ice hockey player
Maxim Opalev,NULL,Canoe racer
Meike Freitag,{Frankfurt|Hesse},Swimmer
Nikita Cuffe,NULL,Water polo player
Niklas Hagman,Finland,Finnish ice hockey player
Ilaria Salvatori,NULL,Italian fencer
Christian Gille,Wolfen Germany,Olympic Canoe racer
Christina Liebherr,Switzerland,Equestrian
Cindy Klassen,{Manitoba|Winnipeg},Canadian speed skater; Olympian
Said Saif Asaad,NULL,Weightlifter
Sandrine Bailly,France,French biathlete
Aaron Egbele,Nigeria,Nigerian sprinter
Aino-Kaisa Saarinen,Hollola,Cross-country skier
Catello Amarante,NULL,Rower
Courtney Kennedy,NULL,American ice hockey player
Dan Nicolae Potra,Timișoara,Gymnast
Jon Belaustegui,NULL,Handball player
Kathleen Kauth,United States,American ice hockey player
Kelly Santos,NULL,Basketball player
Kerstin Garefrekes,{Ibbenbüren|West Germany},Association football player
Kim Rhode,NULL,Sport shooter
Kim Un-chol,NULL,Boxer
Kip Carpenter,Kalamazoo Michigan,Speed skater
Irina Dzyuba,NULL,Gymnast
Ivan Pelizzoli,Italy,Italian footballer
Ivan Tcherezov,Russia,Russian biathlete
Jacqueline Frank DeLuca,NULL,Water polo player
Elisa Rigaudo,Italy,Italian racewalker
Emma Johnson,Sydney,Swimmer
Erin Pac,United States,American bobsledder
Timothy Goebel,NULL,Figure skater
Luca Agamennoni,NULL,Rower
Luis Scola,Argentina,Professional basketball player
Lyndon Rush,{Saskatchewan|Humboldt Saskatchewan},Canadian bobsledder
Grant Hackett,Australia,Olympic swimmer
Grant Schubert,NULL,Field hockey player
Gu Beibei,NULL,Synchronized swimmer
Xue Haifeng,NULL,Chinese archer
Yang Hao,China,Chinese volleyball player
Yang Tae-Young,NULL,South Korean gymnast
Yaroslav Rybakov,{Mogilev|Byelorussian Soviet Socialist Republic},Athletics (sport) competitor
Yelena Produnova,NULL,Gymnast
Yevgeniya Bochkaryova,NULL,Gymnast
Yordanis Arencibia,NULL,Cuban judoka
Yuki Sato,Japan,Olympic softball player
Zhang Na,NULL,Chinese volleyball player
Zhang Xiaohuan,NULL,Chinese Synchronised swimmer
Denis Nizhegorodov,NULL,Athletics (sport) competitor
Dennis Bauer,Germany,Fencer
Dmitri Nossov,Soviet Union,Judoka
Dominique Maltais,{Charlevoix|Quebec|Petite-Rivière-Saint-François},Snowboarder
Ronaldinho,{Brazil national football team|Porto Alegre},Footballer
Ronetta Smith,NULL,Athletics (sport) competitor
Michelle Kwan,California,Figure skater
Mickaël Bourgain,France,French racing cyclist
Mikhail Chipurin,NULL,Handball player
Travis Brooks,NULL,Australian field hockey player
Sergei Baranov,NULL,Volleyball player
Serik Yeleuov,Quaraghandy,Kazakhstani boxer
Shahin Imranov,Azerbaijan,Boxer
Shannon Bahrke,United States,Freestyle skier
Shingo Suetsugu,NULL,Japanese sprinter
Sofia Konukh,NULL,Water polo player
Stéphanie Possamaï,NULL,Judoka
Stefan Pfannmöller,Halle (Saale),Canoe racer
Helen Reeves,Nottingham,Canoe racer
Henri Häkkinen,NULL,Sport shooter
Lauren McFall,NULL,Synchronized swimmer
Marian Drăgulescu,Romania,Gymnast
Marid Mutalimov,Makhachkala,Olympic wrestler
Mariné Russo,NULL,Field hockey player
Marit Bjørgen,Norway,Cross-country skier
Mark Tuitert,Netherlands,Speed skater
Marta Capurso,NULL,Short-track speed skater
Edith Bosch,NULL,Judoka
Eglis Yaima Cruz,NULL,Sport shooter
Eike Duckwitz,NULL,Olympic medalist
Elena Karpova,NULL,Basketball player
Johan Kenkhuis,{Overijssel|Vriezenveen},Swimmer
Johan Olsson,Sweden,Swedish cross-country skier
Josh Inman,NULL,Olympic medalist in rowing
Justin Norris,NULL,Swimmer
Justus Scharowsky,NULL,Field hockey player
Karen Cockburn,{Ontario|Toronto},Gymnast
Beau Hoopman,United States,Olympic medalist in rowing
Angela Ruggiero,United States,Ice hockey player
Anna-Karin Kammerling,{Malmö|Scania},Swimmer
Anne Poleska,{North Rhine-Westphalia|Krefeld},Swimmer
Annemarieke van Rumpt,NULL,Rower
Annett Böhm,Meerane,Judoka
Anniara Muñoz,NULL,Volleyball player
Antero Niittymäki,Finland,Finnish ice hockey goaltender
Antti Miettinen,Finland,Finnish ice hockey player
Aree Wiratthaworn,NULL,Weightlifter
Olesya Zykina,NULL,Russian athlete
Raj Bhavsar,{Houston|Texas},Gymnast
Raman Piatrushenka,NULL,Canoe racer
Rasmus Quist Hansen,NULL,Rower
Rebecca Sattin,Honiara,Rower
Răzvan Florea,Constanța,Swimmer
Aleksandr Korneev,NULL,Volleyball player
Alexey Voyevoda,{Chernihiv Oblast|Varva Raion|Ukrainian Soviet Socialist Republic},Bobsledder
Richard Jefferson,Los Angeles,Basketball player
Rie Sato,NULL,Softball player
Roberto Cammarelle,Italy,Boxer
Suriya Prasathinphimai,Nakhon Ratchasima Province,Boxer
Svetlana Abrosimova,Soviet Union,Basketball player
Svetlana Feofanova,Soviet Union,Russian pole vaulter
Tahar Tamsamani,NULL,Boxer
Takehiro Kashima,NULL,Gymnast
Taras Danko,NULL,Olympic wrestler
Georgy Balakshin,{Sakha Republic|Antonovka},Boxer
Morad Mohammadi,NULL,Olympic wrestler
Murad Gaidarov,Dagestan,Olympic wrestler
Musa Audu,NULL,Athletics (sport) competitor
Nadia Davy,NULL,Athletics (sport) competitor
Nataliya Tobias,NULL,Athletics (sport) competitor
Belinda Wright,NULL,Softball player
Benoît Caranobe,France,Gymnast
Bradley Wiggins,Ghent,Professional cyclist
Brenda Villa,Los Angeles,Water polo player
Cai Huijue,NULL,Olympic swimmer
Vasily Vasilyevich Rochev,NULL,Cross-country skier
Vladislav Frolov,NULL,Athletics (sport) competitor
Allison Baver,{Pennsylvania|Reading Pennsylvania},Short-track speed skater
Amber Bradley,Wickham Western Australia,Olympic medalist in rowing
Andriy Fedchuk,{Ivano-Frankivsk|Kolomyia},Boxer
Lee Kyung-won,NULL,female badminton player from South Korea
Lisa Oldenhof,NULL,Canoe racer
Liu Yanan,Dalian,Volleyball player
Federico Cappellazzo,NULL,Swimmer
Federico Kammerichs,Argentina,Argentine-German professional basketball player
Fernanda Oliveira,NULL,Sailor
Fernando González,Chile,Tennis player
François-Louis Tremblay,Alma Quebec,Short track speed skater
Martina Müller,Kassel,Association football player
Mathew Helm,NULL,Diver
Mats Larsson,NULL,Cross-country skier
Nick Dempsey,United Kingdom,Sailor
Iker Romero,Spain,Handball player
Ilona Korstin,Soviet Union,Russian basketball player
Ilya Bryzgalov,Soviet Union,Ice hockey player
Claudia Burkart,NULL,Field hockey player
